age,gender,state,prescribe_levothyroxine0_013Oral_Capsule,prescribe_levothyroxine0_025Oral_Tablet,prescribe_levothyroxine0_05Oral_Capsule,prescribe_levothyroxine0_05Oral_Tablet,prescribe_levothyroxine0_075Oral_Tablet,prescribe_levothyroxine0_088Oral_Capsule,prescribe_levothyroxine0_088Oral_Tablet,prescribe_levothyroxine0_112Oral_Tablet,prescribe_levothyroxine0_125Oral_Tablet,prescribe_levothyroxine0_137Oral_Tablet,prescribe_levothyroxine0_15Oral_Tablet,prescribe_levothyroxine0_175Oral_Tablet,prescribe_levothyroxine0_1Oral_Capsule,prescribe_levothyroxine0_1Oral_Tablet,prescribe_levothyroxine0_2Oral_Tablet,prescribe_levothyroxine0_3Oral_Tablet,prescribe_liothyronine0_005Oral_Tablet,prescribe_liothyronine0_025Oral_Tablet,prescribe_thyroid_USP_120Oral_Tablet,prescribe_thyroid_USP_15Oral_Tablet,prescribe_thyroid_USP_180Oral_Tablet,prescribe_thyroid_USP_30Oral_Tablet,prescribe_thyroid_USP_60Oral_Tablet,prescribe_thyroid_USP_90Oral_Tablet
50 - 64,Female,Texas,,4.991599771808528,,11.95443702598356,21.415473963698716,,8.231209302877227,7.243011217262703,7.084462145480572,3.722542429311351,5.2988369374678355,4.400633585287267,0.278364471681424,12.554477658344112,1.3409072360069132,,2.8588092476554765,,2.185189696798255,0.39264565734092116,,1.6248285233273512,1.9222074323769403,2.5003636972908354
50 - 64,Female,Utah,,7.025116537142405,,17.137470686530754,8.772933467660359,1.0106792624714456,11.107559029804559,9.011314210588079,10.446841771399642,3.276137872042447,4.452179267278469,2.090752924219522,,6.28298159496137,1.2820578563740541,,2.1409000084401217,1.3882823638062691,4.548966609386596,0.634851575663374,,1.4882133780003444,4.472821654145931,3.4299399300842706
50 - 64,Female,Vermont,,4.0871660229068425,,19.14227656807066,8.37370173549543,,7.841662988735347,13.40496520426267,11.975949896136358,1.6545897703146568,5.373400356425222,2.348663268013164,,9.833934330023048,9.487018381083601,,2.4286386610075006,,,,,,3.938890874496423,0.10914194302906585
50 - 64,Female,Virginia,,4.991599771808528,,11.95443702598356,21.415473963698716,,8.231209302877227,7.243011217262703,7.084462145480572,3.722542429311351,5.2988369374678355,4.400633585287267,0.278364471681424,12.554477658344112,1.3409072360069132,,2.8588092476554765,,2.185189696798255,0.39264565734092116,,1.6248285233273512,1.9222074323769403,2.5003636972908354
50 - 64,Female,Washington,,7.025116537142405,,17.137470686530754,8.772933467660359,1.0106792624714456,11.107559029804559,9.011314210588079,10.446841771399642,3.276137872042447,4.452179267278469,2.090752924219522,,6.28298159496137,1.2820578563740541,,2.1409000084401217,1.3882823638062691,4.548966609386596,0.634851575663374,,1.4882133780003444,4.472821654145931,3.4299399300842706
50 - 64,Female,West Virginia,,4.991599771808528,,11.95443702598356,21.415473963698716,,8.231209302877227,7.243011217262703,7.084462145480572,3.722542429311351,5.2988369374678355,4.400633585287267,0.278364471681424,12.554477658344112,1.3409072360069132,,2.8588092476554765,,2.185189696798255,0.39264565734092116,,1.6248285233273512,1.9222074323769403,2.5003636972908354
50 - 64,Female,Wisconsin,1.1785518664029448,2.6597806468466296,,8.85882098596049,18.275774677932493,,10.837213494959038,5.654634235608101,2.050339975154497,7.438815413132212,8.004953495397917,4.352093470892193,,18.004348507944723,3.5294939397383325,,1.0960865160001212,,1.8427950416896572,1.7904023642758677,,,4.425895368064787,
50 - 64,Female,Wyoming,,7.025116537142405,,17.137470686530754,8.772933467660359,1.0106792624714456,11.107559029804559,9.011314210588079,10.446841771399642,3.276137872042447,4.452179267278469,2.090752924219522,,6.28298159496137,1.2820578563740541,,2.1409000084401217,1.3882823638062691,4.548966609386596,0.634851575663374,,1.4882133780003444,4.472821654145931,3.4299399300842706
50 - 64,Male,Alabama,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,Alaska,,13.844574496761217,,15.933768031513823,11.510744009146594,,,6.224792333741876,9.687733769051986,2.114178523382594,3.9778453377438274,15.942009665083267,,6.067386511228085,9.625346769886086,,2.91410325489757,,,,,2.1575172975630883,,
50 - 64,Male,Arizona,,13.844574496761217,,15.933768031513823,11.510744009146594,,,6.224792333741876,9.687733769051986,2.114178523382594,3.9778453377438274,15.942009665083267,,6.067386511228085,9.625346769886086,,2.91410325489757,,,,,2.1575172975630883,,
50 - 64,Male,Arkansas,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,California,,13.844574496761217,,15.933768031513823,11.510744009146594,,,6.224792333741876,9.687733769051986,2.114178523382594,3.9778453377438274,15.942009665083267,,6.067386511228085,9.625346769886086,,2.91410325489757,,,,,2.1575172975630883,,
50 - 64,Male,Colorado,,13.844574496761217,,15.933768031513823,11.510744009146594,,,6.224792333741876,9.687733769051986,2.114178523382594,3.9778453377438274,15.942009665083267,,6.067386511228085,9.625346769886086,,2.91410325489757,,,,,2.1575172975630883,,
50 - 64,Male,Connecticut,,6.444935348289194,,27.91545287979222,25.004604247176715,,16.810631872236243,,9.282642448127918,4.206343665807409,3.629399317392248,,,6.705990221178053,,,,,,,,,,
50 - 64,Male,Delaware,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,District of Columbia,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,Florida,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,Georgia,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,Hawaii,,13.844574496761217,,15.933768031513823,11.510744009146594,,,6.224792333741876,9.687733769051986,2.114178523382594,3.9778453377438274,15.942009665083267,,6.067386511228085,9.625346769886086,,2.91410325489757,,,,,2.1575172975630883,,
50 - 64,Male,Idaho,,13.844574496761217,,15.933768031513823,11.510744009146594,,,6.224792333741876,9.687733769051986,2.114178523382594,3.9778453377438274,15.942009665083267,,6.067386511228085,9.625346769886086,,2.91410325489757,,,,,2.1575172975630883,,
50 - 64,Male,Illinois,,9.083588862987396,,16.070608962464267,20.737719645375538,,6.878679424858945,,,5.3512788234178865,11.912909610556783,16.814899966889527,,7.7959860029724135,5.3543287004772555,,,,,,,,,
50 - 64,Male,Indiana,,9.083588862987396,,16.070608962464267,20.737719645375538,,6.878679424858945,,,5.3512788234178865,11.912909610556783,16.814899966889527,,7.7959860029724135,5.3543287004772555,,,,,,,,,
50 - 64,Male,Iowa,,9.083588862987396,,16.070608962464267,20.737719645375538,,6.878679424858945,,,5.3512788234178865,11.912909610556783,16.814899966889527,,7.7959860029724135,5.3543287004772555,,,,,,,,,
50 - 64,Male,Kansas,,9.083588862987396,,16.070608962464267,20.737719645375538,,6.878679424858945,,,5.3512788234178865,11.912909610556783,16.814899966889527,,7.7959860029724135,5.3543287004772555,,,,,,,,,
50 - 64,Male,Kentucky,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,Louisiana,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,Maine,,6.444935348289194,,27.91545287979222,25.004604247176715,,16.810631872236243,,9.282642448127918,4.206343665807409,3.629399317392248,,,6.705990221178053,,,,,,,,,,
50 - 64,Male,Maryland,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,Massachusetts,,6.444935348289194,,27.91545287979222,25.004604247176715,,16.810631872236243,,9.282642448127918,4.206343665807409,3.629399317392248,,,6.705990221178053,,,,,,,,,,
50 - 64,Male,Michigan,,9.083588862987396,,16.070608962464267,20.737719645375538,,6.878679424858945,,,5.3512788234178865,11.912909610556783,16.814899966889527,,7.7959860029724135,5.3543287004772555,,,,,,,,,
50 - 64,Male,Minnesota,,9.083588862987396,,16.070608962464267,20.737719645375538,,6.878679424858945,,,5.3512788234178865,11.912909610556783,16.814899966889527,,7.7959860029724135,5.3543287004772555,,,,,,,,,
50 - 64,Male,Mississippi,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,Missouri,,9.083588862987396,,16.070608962464267,20.737719645375538,,6.878679424858945,,,5.3512788234178865,11.912909610556783,16.814899966889527,,7.7959860029724135,5.3543287004772555,,,,,,,,,
50 - 64,Male,Montana,,13.844574496761217,,15.933768031513823,11.510744009146594,,,6.224792333741876,9.687733769051986,2.114178523382594,3.9778453377438274,15.942009665083267,,6.067386511228085,9.625346769886086,,2.91410325489757,,,,,2.1575172975630883,,
50 - 64,Male,Nebraska,,9.083588862987396,,16.070608962464267,20.737719645375538,,6.878679424858945,,,5.3512788234178865,11.912909610556783,16.814899966889527,,7.7959860029724135,5.3543287004772555,,,,,,,,,
50 - 64,Male,Nevada,,13.844574496761217,,15.933768031513823,11.510744009146594,,,6.224792333741876,9.687733769051986,2.114178523382594,3.9778453377438274,15.942009665083267,,6.067386511228085,9.625346769886086,,2.91410325489757,,,,,2.1575172975630883,,
50 - 64,Male,New Hampshire,,6.444935348289194,,27.91545287979222,25.004604247176715,,16.810631872236243,,9.282642448127918,4.206343665807409,3.629399317392248,,,6.705990221178053,,,,,,,,,,
50 - 64,Male,New Jersey,,6.444935348289194,,27.91545287979222,25.004604247176715,,16.810631872236243,,9.282642448127918,4.206343665807409,3.629399317392248,,,6.705990221178053,,,,,,,,,,
50 - 64,Male,New Mexico,,13.844574496761217,,15.933768031513823,11.510744009146594,,,6.224792333741876,9.687733769051986,2.114178523382594,3.9778453377438274,15.942009665083267,,6.067386511228085,9.625346769886086,,2.91410325489757,,,,,2.1575172975630883,,
50 - 64,Male,New York,,6.444935348289194,,27.91545287979222,25.004604247176715,,16.810631872236243,,9.282642448127918,4.206343665807409,3.629399317392248,,,6.705990221178053,,,,,,,,,,
50 - 64,Male,North Carolina,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,North Dakota,,9.083588862987396,,16.070608962464267,20.737719645375538,,6.878679424858945,,,5.3512788234178865,11.912909610556783,16.814899966889527,,7.7959860029724135,5.3543287004772555,,,,,,,,,
50 - 64,Male,Ohio,,9.083588862987396,,16.070608962464267,20.737719645375538,,6.878679424858945,,,5.3512788234178865,11.912909610556783,16.814899966889527,,7.7959860029724135,5.3543287004772555,,,,,,,,,
50 - 64,Male,Oklahoma,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,Oregon,,13.844574496761217,,15.933768031513823,11.510744009146594,,,6.224792333741876,9.687733769051986,2.114178523382594,3.9778453377438274,15.942009665083267,,6.067386511228085,9.625346769886086,,2.91410325489757,,,,,2.1575172975630883,,
50 - 64,Male,Pennsylvania,,6.444935348289194,,27.91545287979222,25.004604247176715,,16.810631872236243,,9.282642448127918,4.206343665807409,3.629399317392248,,,6.705990221178053,,,,,,,,,,
50 - 64,Male,Rhode Island,,6.444935348289194,,27.91545287979222,25.004604247176715,,16.810631872236243,,9.282642448127918,4.206343665807409,3.629399317392248,,,6.705990221178053,,,,,,,,,,
50 - 64,Male,South Carolina,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,South Dakota,,9.083588862987396,,16.070608962464267,20.737719645375538,,6.878679424858945,,,5.3512788234178865,11.912909610556783,16.814899966889527,,7.7959860029724135,5.3543287004772555,,,,,,,,,
50 - 64,Male,Tennessee,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,Texas,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,Utah,,13.844574496761217,,15.933768031513823,11.510744009146594,,,6.224792333741876,9.687733769051986,2.114178523382594,3.9778453377438274,15.942009665083267,,6.067386511228085,9.625346769886086,,2.91410325489757,,,,,2.1575172975630883,,
50 - 64,Male,Vermont,,6.444935348289194,,27.91545287979222,25.004604247176715,,16.810631872236243,,9.282642448127918,4.206343665807409,3.629399317392248,,,6.705990221178053,,,,,,,,,,
50 - 64,Male,Virginia,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,Washington,,13.844574496761217,,15.933768031513823,11.510744009146594,,,6.224792333741876,9.687733769051986,2.114178523382594,3.9778453377438274,15.942009665083267,,6.067386511228085,9.625346769886086,,2.91410325489757,,,,,2.1575172975630883,,
50 - 64,Male,West Virginia,,3.5027465159233104,,10.568793987071928,4.664687201571324,,3.090978783340339,15.409657695572648,21.300371359202906,2.008392503204784,3.833099718154072,7.364862086283136,,9.951025910086516,10.55196332038725,1.1405001466201106,,4.523937504798367,,,,2.0889832677832962,,
50 - 64,Male,Wisconsin,,9.083588862987396,,16.070608962464267,20.737719645375538,,6.878679424858945,,,5.3512788234178865,11.912909610556783,16.814899966889527,,7.7959860029724135,5.3543287004772555,,,,,,,,,
50 - 64,Male,Wyoming,,13.844574496761217,,15.933768031513823,11.510744009146594,,,6.224792333741876,9.687733769051986,2.114178523382594,3.9778453377438274,15.942009665083267,,6.067386511228085,9.625346769886086,,2.91410325489757,,,,,2.1575172975630883,,
65 and up,Female,Alabama,,8.236475816071769,,22.02272753283456,16.211759151051353,0.2640232108561966,7.90544708665501,8.742619873328431,5.697409521798756,5.509988409494318,4.125258931289298,2.0523158213013404,,13.85147993079785,0.6379270812379955,,1.392662140020352,,0.316494407095843,,,0.7342365539438324,1.1506532424515803,1.1485212897715016
65 and up,Female,Alaska,,8.554035036734465,,10.858006618392627,20.682995030027776,,10.56496928691827,9.924781084848576,9.990907541138338,2.37562231129692,2.8516857105843227,0.7962054793445894,,12.687679567067143,1.2166468754060737,,5.251512763088089,1.105051018527589,,,,0.5161453846757066,1.3155827218448153,1.3081735701047001
65 and up,Female,Arizona,,8.554035036734465,,10.858006618392627,20.682995030027776,,10.56496928691827,9.924781084848576,9.990907541138338,2.37562231129692,2.8516857105843227,0.7962054793445894,,12.687679567067143,1.2166468754060737,,5.251512763088089,1.105051018527589,,,,0.5161453846757066,1.3155827218448153,1.3081735701047001
65 and up,Female,Arkansas,,8.236475816071769,,22.02272753283456,16.211759151051353,0.2640232108561966,7.90544708665501,8.742619873328431,5.697409521798756,5.509988409494318,4.125258931289298,2.0523158213013404,,13.85147993079785,0.6379270812379955,,1.392662140020352,,0.316494407095843,,,0.7342365539438324,1.1506532424515803,1.1485212897715016
65 and up,Female,California,,8.554035036734465,,10.858006618392627,20.682995030027776,,10.56496928691827,9.924781084848576,9.990907541138338,2.37562231129692,2.8516857105843227,0.7962054793445894,,12.687679567067143,1.2166468754060737,,5.251512763088089,1.105051018527589,,,,0.5161453846757066,1.3155827218448153,1.3081735701047001
65 and up,Female,Colorado,,8.554035036734465,,10.858006618392627,20.682995030027776,,10.56496928691827,9.924781084848576,9.990907541138338,2.37562231129692,2.8516857105843227,0.7962054793445894,,12.687679567067143,1.2166468754060737,,5.251512763088089,1.105051018527589,,,,0.5161453846757066,1.3155827218448153,1.3081735701047001
65 and up,Female,Connecticut,,8.47020577563672,,19.782473920119074,18.625567225091817,,13.999890479743138,4.2232089883409385,7.173709561483831,2.1309227506029846,3.6456070802568346,2.2909418435577376,,15.103986465088223,,,2.087964725615501,,,1.9235186626019405,,,0.5420025218612476,
65 and up,Female,Delaware,,8.236475816071769,,22.02272753283456,16.211759151051353,0.2640232108561966,7.90544708665501,8.742619873328431,5.697409521798756,5.509988409494318,4.125258931289298,2.0523158213013404,,13.85147993079785,0.6379270812379955,,1.392662140020352,,0.316494407095843,,,0.7342365539438324,1.1506532424515803,1.1485212897715016
65 and up,Female,District of Columbia,,8.236475816071769,,22.02272753283456,16.211759151051353,0.2640232108561966,7.90544708665501,8.742619873328431,5.697409521798756,5.509988409494318,4.125258931289298,2.0523158213013404,,13.85147993079785,0.6379270812379955,,1.392662140020352,,0.316494407095843,,,0.7342365539438324,1.1506532424515803,1.1485212897715016
65 and up,Female,Florida,,8.236475816071769,,22.02272753283456,16.211759151051353,0.2640232108561966,7.90544708665501,8.742619873328431,5.697409521798756,5.509988409494318,4.125258931289298,2.0523158213013404,,13.85147993079785,0.6379270812379955,,1.392662140020352,,0.316494407095843,,,0.7342365539438324,1.1506532424515803,1.1485212897715016
65 and up,Female,Georgia,,8.236475816071769,,22.02272753283456,16.211759151051353,0.2640232108561966,7.90544708665501,8.742619873328431,5.697409521798756,5.509988409494318,4.125258931289298,2.0523158213013404,,13.85147993079785,0.6379270812379955,,1.392662140020352,,0.316494407095843,,,0.7342365539438324,1.1506532424515803,1.1485212897715016
65 and up,Female,Hawaii,,8.554035036734465,,10.858006618392627,20.682995030027776,,10.56496928691827,9.924781084848576,9.990907541138338,2.37562231129692,2.8516857105843227,0.7962054793445894,,12.687679567067143,1.2166468754060737,,5.251512763088089,1.105051018527589,,,,0.5161453846757066,1.3155827218448153,1.3081735701047001
65 and up,Female,Idaho,,8.554035036734465,,10.858006618392627,20.682995030027776,,10.56496928691827,9.924781084848576,9.990907541138338,2.37562231129692,2.8516857105843227,0.7962054793445894,,12.687679567067143,1.2166468754060737,,5.251512763088089,1.105051018527589,,,,0.5161453846757066,1.3155827218448153,1.3081735701047001
65 and up,Female,Illinois,,7.848402355117479,0.551474306619096,17.186342564459796,16.322969400130223,,10.00732108396057,4.302955378922613,9.279196936801306,7.271931459033354,8.827077947845154,0.7216083445431667,0.551474306619096,12.395533465017039,1.0661250506185602,,0.9338804159137805,,0.5268149447696305,,,,1.6800770948594803,0.5268149447696305
65 and up,Female,Indiana,,7.848402355117479,0.551474306619096,17.186342564459796,16.322969400130223,,10.00732108396057,4.302955378922613,9.279196936801306,7.271931459033354,8.827077947845154,0.7216083445431667,0.551474306619096,12.395533465017039,1.0661250506185602,,0.9338804159137805,,0.5268149447696305,,,,1.6800770948594803,0.5268149447696305
65 and up,Female,Iowa,,7.848402355117479,0.551474306619096,17.186342564459796,16.322969400130223,,10.00732108396057,4.302955378922613,9.279196936801306,7.271931459033354,8.827077947845154,0.7216083445431667,0.551474306619096,12.395533465017039,1.0661250506185602,,0.9338804159137805,,0.5268149447696305,,,,1.6800770948594803,0.5268149447696305
65 and up,Female,Kansas,,7.848402355117479,0.551474306619096,17.186342564459796,16.322969400130223,,10.00732108396057,4.302955378922613,9.279196936801306,7.271931459033354,8.827077947845154,0.7216083445431667,0.551474306619096,12.395533465017039,1.0661250506185602,,0.9338804159137805,,0.5268149447696305,,,,1.6800770948594803,0.5268149447696305
65 and up,Female,Kentucky,,8.236475816071769,,22.02272753283456,16.211759151051353,0.2640232108561966,7.90544708665501,8.742619873328431,5.697409521798756,5.509988409494318,4.125258931289298,2.0523158213013404,,13.85147993079785,0.6379270812379955,,1.392662140020352,,0.316494407095843,,,0.7342365539438324,1.1506532424515803,1.1485212897715016
65 and up,Female,Louisiana,,8.236475816071769,,22.02272753283456,16.211759151051353,0.2640232108561966,7.90544708665501,8.742619873328431,5.697409521798756,5.509988409494318,4.125258931289298,2.0523158213013404,,13.85147993079785,0.6379270812379955,,1.392662140020352,,0.316494407095843,,,0.7342365539438324,1.1506532424515803,1.1485212897715016
65 and up,Female,Maine,,8.47020577563672,,19.782473920119074,18.625567225091817,,13.999890479743138,4.2232089883409385,7.173709561483831,2.1309227506029846,3.6456070802568346,2.2909418435577376,,15.103986465088223,,,2.087964725615501,,,1.9235186626019405,,,0.5420025218612476,
65 and up,Female,Maryland,,8.236475816071769,,22.02272753283456,16.211759151051353,0.2640232108561966,7.90544708665501,8.742619873328431,5.697409521798756,5.509988409494318,4.125258931289298,2.0523158213013404,,13.85147993079785,0.6379270812379955,,1.392662140020352,,0.316494407095843,,,0.7342365539438324,1.1506532424515803,1.1485212897715016
65 and up,Female,Massachusetts,,8.47020577563672,,19.782473920119074,18.625567225091817,,13.999890479743138,4.2232089883409385,7.173709561483831,2.1309227506029846,3.6456070802568346,2.2909418435577376,,15.103986465088223,,,2.087964725615501,,,1.9235186626019405,,,0.5420025218612476,
65 and up,Female,Michigan,,7.848402355117479,0.551474306619096,17.186342564459796,16.322969400130223,,10.00732108396057,4.302955378922613,9.279196936801306,7.271931459033354,8.827077947845154,0.7216083445431667,0.551474306619096,12.395533465017039,1.0661250506185602,,0.9338804159137805,,0.5268149447696305,,,,1.6800770948594803,0.5268149447696305
65 and up,Female,Minnesota,,7.848402355117479,0.551474306619096,17.186342564459796,16.322969400130223,,10.00732108396057,4.302955378922613,9.279196936801306,7.271931459033354,8.827077947845154,0.7216083445431667,0.551474306619096,12.395533465017039,1.0661250506185602,,0.9338804159137805,,0.5268149447696305,,,,1.6800770948594803,0.5268149447696305
65 and up,Female,Mississippi,,8.236475816071769,,22.02272753283456,16.211759151051353,0.2640232108561966,7.90544708665501,8.742619873328431,5.697409521798756,5.509988409494318,4.125258931289298,2.0523158213013404,,13.85147993079785,0.6379270812379955,,1.392662140020352,,0.316494407095843,,,0.7342365539438324,1.1506532424515803,1.1485212897715016
65 and up,Female,Missouri,,7.848402355117479,0.551474306619096,17.186342564459796,16.322969400130223,,10.00732108396057,4.302955378922613,9.279196936801306,7.271931459033354,8.827077947845154,0.7216083445431667,0.551474306619096,12.395533465017039,1.0661250506185602,,0.9338804159137805,,0.5268149447696305,,,,1.6800770948594803,0.5268149447696305
65 and up,Female,Montana,,8.554035036734465,,10.858006618392627,20.682995030027776,,10.56496928691827,9.924781084848576,9.990907541138338,2.37562231129692,2.8516857105843227,0.7962054793445894,,12.687679567067143,1.2166468754060737,,5.251512763088089,1.105051018527589,,,,0.5161453846757066,1.3155827218448153,1.3081735701047001
65 and up,Female,Nebraska,,7.848402355117479,0.551474306619096,17.186342564459796,16.322969400130223,,10.00732108396057,4.302955378922613,9.279196936801306,7.271931459033354,8.827077947845154,0.7216083445431667,0.551474306619096,12.395533465017039,1.0661250506185602,,0.9338804159137805,,0.5268149447696305,,,,1.6800770948594803,0.5268149447696305
65 and up,Female,Nevada,,8.554035036734465,,10.858006618392627,20.682995030027776,,10.56496928691827,9.924781084848576,9.990907541138338,2.37562231129692,2.8516857105843227,0.7962054793445894,,12.687679567067143,1.2166468754060737,,5.251512763088089,1.105051018527589,,,,0.5161453846757066,1.3155827218448153,1.3081735701047001
65 and up,Female,New Hampshire,,8.47020577563672,,19.782473920119074,18.625567225091817,,13.999890479743138,4.2232089883409385,7.173709561483831,2.1309227506029846,3.6456070802568346,2.2909418435577376,,15.103986465088223,,,2.087964725615501,,,1.9235186626019405,,,0.5420025218612476,
65 and up,Female,New Jersey,,8.47020577563672,,19.782473920119074,18.625567225091817,,13.999890479743138,4.2232089883409385,7.173709561483831,2.1309227506029846,3.6456070802568346,2.2909418435577376,,15.103986465088223,,,2.087964725615501,,,1.9235186626019405,,,0.5420025218612476,
65 and up,Female,New Mexico,,8.554035036734465,,10.858006618392627,20.682995030027776,,10.56496928691827,9.924781084848576,9.990907541138338,2.37562231129692,2.8516857105843227,0.7962054793445894,,12.687679567067143,1.2166468754060737,,5.251512763088089,1.105051018527589,,,,0.5161453846757066,1.3155827218448153,1.3081735701047001
65 and up,Female,New York,,8.47020577563672,,19.782473920119074,18.625567225091817,,13.999890479743138,4.2232089883409385,7.173709561483831,2.1309227506029846,3.6456070802568346,2.2909418435577376,,15.103986465088223,,,2.087964725615501,,,1.9235186626019405,,,0.5420025218612476,
65 and up,Female,North Carolina,,8.236475816071769,,22.02272753283456,16.211759151051353,0.2640232108561966,7.90544708665501,8.742619873328431,5.697409521798756,5.509988409494318,4.125258931289298,2.0523158213013404,,13.85147993079785,0.6379270812379955,,1.392662140020352,,0.316494407095843,,,0.7342365539438324,1.1506532424515803,1.1485212897715016
65 and up,Female,North Dakota,,7.848402355117479,0.551474306619096,17.186342564459796,16.322969400130223,,10.00732108396057,4.302955378922613,9.279196936801306,7.271931459033354,8.827077947845154,0.7216083445431667,0.551474306619096,12.395533465017039,1.0661250506185602,,0.9338804159137805,,0.5268149447696305,,,,1.6800770948594803,0.5268149447696305
65 and up,Female,Ohio,,7.848402355117479,0.551474306619096,17.186342564459796,16.322969400130223,,10.00732108396057,4.302955378922613,9.279196936801306,7.271931459033354,8.827077947845154,0.7216083445431667,0.551474306619096,12.395533465017039,1.0661250506185602,,0.9338804159137805,,0.5268149447696305,,,,1.6800770948594803,0.5268149447696305
65 and up,Female,Oklahoma,,8.236475816071769,,22.02272753283456,16.211759151051353,0.2640232108561966,7.90544708665501,8.742619873328431,5.697409521798756,5.509988409494318,4.125258931289298,2.0523158213013404,,13.85147993079785,0.6379270812379955,,1.392662140020352,,0.316494407095843,,,0.7342365539438324,1.1506532424515803,1.1485212897715016
65 and up,Female,Oregon,,8.554035036734465,,10.858006618392627,20.682995030027776,,10.56496928691827,9.924781084848576,9.990907541138338,2.37562231129692,2.8516857105843227,0.7962054793445894,,12.687679567067143,1.2166468754060737,,5.251512763088089,1.105051018527589,,,,0.5161453846757066,1.3155827218448153,1.3081735701047001
